name	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
黎明的沙耶	剧情	6.9	2749	3162	1325	黎明的沙耶 トワイライト ささらさや	2014	日本	日语	114	14.0%,29.7%,46.4%,8.9%,1.1%	新垣结衣,日本,日本电影,温情,新垣結衣,大泉洋,2014,爱情	新垣结衣,日本,日本电影,温情,新垣結衣,大泉洋,2014,爱情	http://www.imdb.com/title/tt3684490
四千金的情人	剧情/喜剧/爱情	6.9	2725	3691	4472	四千金的情人 Belle Époque	1992	西班牙 / 葡萄牙 / 法国	西班牙语	109	11.6%,36.4%,41.5%,7.9%,2.6%	西班牙,爱情,西班牙电影,奥斯卡最佳外语片,PenelopeCruz,1992,情色,喜剧	西班牙,爱情,西班牙电影,奥斯卡最佳外语片,PenelopeCruz,1992,情色,喜剧	http://www.imdb.com/title/tt0103791
生活秀	剧情	6.9	2695	3976	1167	生活秀	2002	中国大陆	汉语普通话	106	8.2%,38.0%,47.3%,5.6%,0.9%	霍建起,陶红,中国电影,大陆,女性,中国,潘粤明,2003	霍建起,陶红,中国电影,大陆,女性,中国,潘粤明,2003	http://www.imdb.com/title/tt0342697
美丽的谎言	剧情	6.9	2693	3523	1446	美丽的谎言 De vrais mensonges	2010	法国	法语	100	9.1%,34.3%,48.3%,7.3%,0.9%	法国,爱情,AudreyTautou,法国电影,奥黛丽·塔图,喜剧,2010,法國	法国,爱情,AudreyTautou,法国电影,奥黛丽·塔图,喜剧,2010,法國	http://www.imdb.com/title/tt1529569
职业男人	剧情/家庭	6.9	2679	3679	1946	职业男人 Miehen työ	2007	芬兰	芬兰语	97	7.6%,37.8%,48.5%,5.4%,0.7%	芬兰,芬兰电影,剧情,职业男人,家庭,北歐,2007,电影	芬兰,芬兰电影,剧情,职业男人,家庭,北歐,2007,电影	http://www.imdb.com/title/tt0890882
曼德拉	剧情/传记	6.9	2659	3237	3032	曼德拉 Mandela: Long Walk to Freedom	2013	英国 / 南非	英语 / 南非语 / 科萨语	147	10.3%,32.7%,48.4%,7.2%,1.5%	传记,曼德拉,南非,历史,美国,2013,剧情,美国电影	传记,曼德拉,南非,历史,美国,2013,剧情,美国电影	http://www.imdb.com/title/tt2304771
中央舞台2	剧情/音乐	6.9	2646	3455	797	中央舞台2 Center Stage: Turn It Up	2008	美国 / 加拿大	英语	95	11.5%,32.6%,47.0%,7.3%,1.5%	舞蹈,青春,美国,励志,歌舞,中央舞台2,爱情,2008	舞蹈,青春,美国,励志,歌舞,中央舞台2,爱情,2008	http://www.imdb.com/title/tt1145144
再一次初恋	剧情/喜剧/奇幻	6.9	2529	3147	2408	再一次初恋 Camille redouble	2012	法国	法语	115	11.5%,32.4%,46.6%,8.3%,1.2%	法国,法国电影,爱情,人生,喜剧,2012,奇幻,剧情	法国,法国电影,爱情,人生,喜剧,2012,奇幻,剧情	http://www.imdb.com/title/tt2253939
劫机惊魂	剧情/惊悚/传记	6.9	2525	2857	1231	劫机惊魂 Neerja	2016	印度	印地语	122	11.3%,35.4%,42.9%,8.3%,2.2%	印度,真人真事改编,传记,劫机,剧情,2016,犯罪,宝莱坞	印度,真人真事改编,传记,劫机,剧情,2016,犯罪,宝莱坞	http://www.imdb.com/title/tt5286444
愿望树	剧情/喜剧/爱情	6.9	2520	3670	601	愿望树 願望樹	2001	香港	粤语	97	12.9%,29.3%,47.7%,8.6%,1.5%	陈冠希,香港电影,香港,爱情,amanda,李灿森,青春,电影	陈冠希,香港电影,香港,爱情,amanda,李灿森,青春,电影	http://www.imdb.com/title/tt0295258
一代妖后	剧情	6.9	2476	3280	1470	一代妖后	1989	中国大陆 / 香港	汉语普通话	100	9.2%,34.9%,50.2%,4.9%,0.7%	李翰祥,刘晓庆,陈道明,历史,巩俐,中国,中国电影,香港	李翰祥,刘晓庆,陈道明,历史,巩俐,中国,中国电影,香港	http://www.imdb.com/title/tt0351998
犯罪少年	剧情/家庭	6.9	2459	3054	1483	犯罪少年 범죄소년	2012	韩国	韩语	107	9.8%,35.2%,46.0%,7.8%,1.2%	韩国,青春,犯罪,成长,剧情,2012,亲情,人生	韩国,青春,犯罪,成长,剧情,2012,亲情,人生	http://www.imdb.com/title/tt2292676
圣诞坏公公	剧情/喜剧/犯罪	6.9	2440	3043	1324	圣诞坏公公 Bad Santa	2003	美国 / 德国	英语	91	9.6%,34.3%,47.3%,7.3%,1.6%	喜剧,美国,圣诞,温情,2003,犯罪,黑色幽默,成长	喜剧,美国,圣诞,温情,2003,犯罪,黑色幽默,成长	http://www.imdb.com/title/tt0307987
丰山犬	剧情	6.9	2430	3018	1193	丰山犬 풍산개	2011	韩国	韩国语	121	12.2%,33.3%,42.3%,10.2%,2.0%	金基德,韩国,韩国电影,人性,动作,剧情,2011,尹继尚	金基德,韩国,韩国电影,人性,动作,剧情,2011,尹继尚	http://www.imdb.com/title/tt1773020
神秘失踪	剧情/悬疑/惊悚/犯罪	6.9	2413	3031	5299	神秘失踪 Spoorloos	1988	荷兰 / 法国	荷兰语 / 法语 / 英语	107	12.5%,38.4%,35.4%,10.3%,3.5%	悬疑,荷兰,惊悚,法国,1988,恐怖,荷兰电影,犯罪	悬疑,荷兰,惊悚,法国,1988,恐怖,荷兰电影,犯罪	http://www.imdb.com/title/tt0096163
堕落天使	剧情/惊悚/战争/西部	6.9	2323	2900	623	堕落天使 Seraphim Falls	2006	美国	英语	115	9.7%,34.8%,47.4%,6.2%,1.8%	美国,西部,战争,美国电影,剧情,男人,2006,Pierce_Brosnan	美国,西部,战争,美国电影,剧情,男人,2006,Pierce_Brosnan	http://www.imdb.com/title/tt0479537
年轻的女王	剧情/爱情/同性/传记	6.9	2314	2771	1742	年轻的女王 The Girl King	2015	加拿大 / 芬兰 / 法国 / 德国 / 瑞典	英语 / 法语	106	10.3%,32.7%,49.2%,7.1%,0.7%	传记,瑞典,历史,同性,剧情,Les,2015,电影	传记,瑞典,历史,同性,剧情,Les,2015,电影	http://www.imdb.com/title/tt1254322
上帝帮助女孩	剧情/爱情/歌舞	6.9	2256	2834	3810	上帝帮助女孩 God Help the Girl	2014	英国	英语	111	13.7%,30.8%,43.2%,10.2%,2.0%	英国,音乐,文艺,青春,歌舞,2014,小清新,爱情	英国,音乐,文艺,青春,歌舞,2014,小清新,爱情	http://www.imdb.com/title/tt2141751
比巧克力还甜	剧情/喜剧/爱情/同性	6.9	2237	3305	2346	比巧克力还甜 Better Than Chocolate	1999	加拿大	英语	101	8.5%,35.3%,48.1%,6.7%,1.3%	les,加拿大,同志,爱情,甜过巧克力,Lesbian,加拿大电影,同性恋	les,加拿大,同志,爱情,甜过巧克力,Lesbian,加拿大电影,同性恋	http://www.imdb.com/title/tt0168987
夏日之恋	剧情/爱情/惊悚/同性	6.9	2213	3110	5272	夏日之恋 My Summer of Love	2004	英国	英语	86	9.7%,35.6%,46.4%,7.7%,0.6%	英国,青春,les,英国电影,同志,夏日之恋,2004,Lesbian	英国,青春,les,英国电影,同志,夏日之恋,2004,Lesbian	http://www.imdb.com/title/tt0382189
危机大逆袭	剧情/喜剧	6.9	2212	2563	1237	危机大逆袭 Our Brand Is Crisis	2015	美国	英语 / 西班牙语	107	8.4%,35.0%,49.0%,6.4%,1.2%	政治,美国,剧情,2015,喜剧,竞选,黑色幽默,人性	政治,美国,剧情,2015,喜剧,竞选,黑色幽默,人性	http://www.imdb.com/title/tt1018765
青春誓言	剧情/传记/历史/战争	6.9	2172	2515	2613	青春誓言 Testament of Youth	2014	英国	英语 / 德语	129	10.5%,35.3%,46.1%,6.9%,1.2%	英国,战争,传记,英国电影,2015,爱情,剧情,BBC	英国,战争,传记,英国电影,2015,爱情,剧情,BBC	http://www.imdb.com/title/tt1441953
天空上三公尺	剧情	6.9	2156	2581	2092	天空上三公尺 Tres metros sobre el cielo	2010	西班牙	西班牙语	120	16.7%,29.8%,38.1%,11.8%,3.5%	西班牙,爱情,青春,西班牙电影,西班牙青春电影系列,感动,2010,MaríaValverde	西班牙,爱情,青春,西班牙电影,西班牙青春电影系列,感动,2010,MaríaValverde	http://www.imdb.com/title/tt1648216
白毛女	剧情	6.9	2149	3355	355	白毛女	1950	中国大陆	汉语普通话	130	12.0%,33.8%,46.0%,5.9%,2.3%	老电影,中国电影,中国,大陆,经典,白毛女,1950s,王滨	老电影,中国电影,中国,大陆,经典,白毛女,1950s,王滨	http://www.imdb.com/title/tt0483468
礼物	剧情	6.9	2144	2557	1675	礼物 gift	2014	日本	日语	91	10.9%,33.8%,44.0%,9.4%,1.8%	日本,温情,2014,剧情,人性,亲情,文艺,人生	日本,温情,2014,剧情,人性,亲情,文艺,人生	http://www.imdb.com/title/tt3715896
赤裸而来	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
救世	剧情/西部	6.9	2097	2501	1752	救世 The Salvation	2014	丹麦 / 英国 / 南非	英语	92	9.7%,33.2%,49.6%,6.7%,0.8%	西部,丹麦,2014,动作,剧情,暴力,犯罪,美国	西部,丹麦,2014,动作,剧情,暴力,犯罪,美国	http://www.imdb.com/title/tt2720680
下女	剧情/惊悚/犯罪	6.9	2086	2799	3724	下女 하녀	1960	韩国	韩语	111	11.3%,36.8%,40.6%,8.8%,2.5%	韩国,韩国电影,惊悚,金绮泳,金綺泳,1960s,剧情,1960	韩国,韩国电影,惊悚,金绮泳,金綺泳,1960s,剧情,1960	http://www.imdb.com/title/tt0150980
单身骑士	剧情	6.9	2019	2240	1439	单身骑士 싱글라이더	2017	韩国 / 澳大利亚	韩语	97	10.4%,34.9%,45.0%,7.8%,1.9%	韩国,剧情,2017,文艺,悬疑,家庭,人性,温情	韩国,剧情,2017,文艺,悬疑,家庭,人性,温情	http://www.imdb.com/title/tt5966750
伟大的巴克·霍华德	剧情/喜剧	6.9	2011	2472	1556	伟大的巴克·霍华德 The Great Buck Howard	2008	美国	英语	90	7.0%,35.7%,50.9%,5.8%,0.6%	美国,剧情,美国电影,TomHanks,JohnMalkovich,喜剧,ColinHanks,汤姆·汉克斯	美国,剧情,美国电影,TomHanks,JohnMalkovich,喜剧,ColinHanks,汤姆·汉克斯	http://www.imdb.com/title/tt0460810
乘风破浪	剧情/喜剧	6.8	325528	346022	20806	乘风破浪	2017	中国大陆	汉语普通话	102	11.3%,34.6%,41.1%,9.7%,3.3%	喜剧,怀旧,文艺,温情,青春,成长,中国大陆,2017	喜剧,怀旧,文艺,温情,青春,成长,中国大陆,2017	http://www.imdb.com/title/tt6461514
听风者	剧情/悬疑	6.8	149594	183775	14487	听风者	2012	中国大陆 / 香港	汉语普通话 / 粤语	120	8.2%,35.1%,47.8%,7.7%,1.1%	谍战,悬疑,剧情,间谍,爱情,国产,特工,推理	谍战,悬疑,剧情,间谍,爱情,国产,特工,推理	http://www.imdb.com/title/tt2078768
黄金大劫案	剧情/喜剧/动作/爱情/历史/战争	6.8	138856	166023	11439	黄金大劫案	2012	中国大陆	汉语普通话 / 东北话	108	10.7%,33.4%,42.8%,10.6%,2.5%	黑色幽默,喜剧,中国,国产,搞笑,剧情,动作,爱情	黑色幽默,喜剧,中国,国产,搞笑,剧情,动作,爱情	http://www.imdb.com/title/tt2393829
伤城	剧情/惊悚/犯罪	6.8	79831	115966	7792	伤城	2006	中国大陆 / 香港	粤语	110	7.5%,34.1%,50.7%,6.9%,0.8%	梁朝伟,金城武,香港,香港电影,伤城,刘伟强,徐静蕾,舒淇	梁朝伟,金城武,香港,香港电影,伤城,刘伟强,徐静蕾,舒淇	http://www.imdb.com/title/tt0834902
贱女孩	剧情/喜剧	6.8	78933	106460	7637	贱女孩 Mean Girls	2004	美国 / 加拿大	英语 / 德语 / 越南语 / Swahili	97	8.0%,30.6%,53.8%,6.8%,0.8%	青春,美国,校园,喜剧,LindsayLohan,美国电影,girls,爱情	青春,美国,校园,喜剧,LindsayLohan,美国电影,girls,爱情	http://www.imdb.com/title/tt0377092
算死草	剧情/喜剧	6.8	53242	74999	1647	算死草	1997	香港	粤语 / 英语	85	10.0%,30.7%,51.0%,7.3%,1.0%	周星驰,喜剧,香港,香港电影,搞笑,1997,马伟豪,电影	周星驰,喜剧,香港,香港电影,搞笑,1997,马伟豪,电影	http://www.imdb.com/title/tt0133059
九歌	剧情/爱情/情色/音乐	6.8	50696	72327	33204	九歌 9 Songs	2004	英国	英语	71	12.3%,31.2%,44.6%,9.8%,2.2%	情色,英国,情欲九歌,爱情,音乐,英国电影,九歌,电影	情色,英国,情欲九歌,爱情,音乐,英国电影,九歌,电影	http://www.imdb.com/title/tt0411705
决胜21点	剧情/犯罪	6.8	47466	61090	9229	决胜21点 21	2008	美国	英语	123	7.9%,34.1%,50.7%,6.6%,0.7%	美国,赌博,剧情,玩转21点,美国电影,悬疑,2008,KevinSpacey	美国,赌博,剧情,玩转21点,美国电影,悬疑,2008,KevinSpacey	http://www.imdb.com/title/tt0478087
你好，疯子！	剧情/喜剧/悬疑	6.8	45792	49282	11043	你好，疯子！	2016	中国大陆	汉语普通话	107	10.2%,35.9%,41.8%,9.9%,2.1%	多重人格,精神分裂,悬疑,心理,话剧改编,中国大陆,人性,黑色幽默	多重人格,精神分裂,悬疑,心理,话剧改编,中国大陆,人性,黑色幽默	http://www.imdb.com/title/tt6605830
狼的诱惑	剧情/动作/爱情	6.8	45646	64344	2400	狼的诱惑 늑대의 유혹	2004	韩国	韩语	113	11.4%,29.3%,48.8%,9.0%,1.5%	韩国电影,韩国,爱情,狼的诱惑,姜东元,青春,电影,2004	韩国电影,韩国,爱情,狼的诱惑,姜东元,青春,电影,2004	http://www.imdb.com/title/tt0416073
白夜行	剧情/悬疑	6.8	39668	47722	11860	白夜行	2010	日本	日语	149	10.8%,31.9%,43.9%,11.4%,2.0%	日本,東野圭吾,日本电影,堀北真希,悬疑,东野圭吾,白夜行,2011	日本,東野圭吾,日本电影,堀北真希,悬疑,东野圭吾,白夜行,2011	http://www.imdb.com/title/tt1613028
道林·格雷	剧情/惊悚/奇幻	6.8	38690	47842	13009	道林·格雷 Dorian Gray	2009	英国	英语	112	9.1%,33.0%,48.5%,8.2%,1.2%	英国,王尔德,人性,惊悚,名著改编,剧情,2009,小说改编	英国,王尔德,人性,惊悚,名著改编,剧情,2009,小说改编	http://www.imdb.com/title/tt1235124
欲望都市2	剧情/喜剧/爱情	6.8	38648	51017	11233	欲望都市2 Sex and the City 2	2010	美国	英语	146	11.5%,29.4%,46.2%,11.0%,1.9%	美国,时尚,女性,爱情,2010,友情,喜剧,人生	美国,时尚,女性,爱情,2010,友情,喜剧,人生	http://www.imdb.com/title/tt1261945
保姆日记	剧情/喜剧/爱情	6.8	36706	49853	5935	保姆日记 The Nanny Diaries	2007	美国	英语	106	7.0%,34.1%,53.3%,5.2%,0.4%	美国,喜剧,ScarlettJohansson,美国电影,斯嘉丽·约翰森,保姆日记,2007,电影	美国,喜剧,ScarlettJohansson,美国电影,斯嘉丽·约翰森,保姆日记,2007,电影	http://www.imdb.com/title/tt0489237
嗜血破晓	剧情/动作/科幻/恐怖/犯罪	6.8	26499	32531	4900	嗜血破晓 Daybreakers	2009	美国 / 澳大利亚	英语	98	7.5%,35.1%,49.6%,6.9%,0.8%	吸血鬼,科幻,美国,惊悚,恐怖,美国电影,EthanHawke,2010	吸血鬼,科幻,美国,惊悚,恐怖,美国电影,EthanHawke,2010	http://www.imdb.com/title/tt0433362
公主复仇记	剧情	6.8	23814	32931	5702	公主复仇记	2004	香港	粤语 / 汉语普通话 / 四川话	97	8.6%,34.7%,46.8%,8.7%,1.2%	彭浩翔,香港,香港电影,吴彦祖,钟欣桐,爱情,公主复仇记,剧情	彭浩翔,香港,香港电影,吴彦祖,钟欣桐,爱情,公主复仇记,剧情	http://www.imdb.com/title/tt0440445
父子	剧情/家庭	6.8	23444	34364	3605	父子	2006	香港 / 马来西亚	粤语 / 汉语普通话	150	7.8%,34.4%,48.6%,7.7%,1.5%	香港,郭富城,香港电影,父子,亲情,谭家明,杨采妮,剧情	香港,郭富城,香港电影,父子,亲情,谭家明,杨采妮,剧情	http://www.imdb.com/title/tt0768114
神勇奶爸	剧情/喜剧/动作/惊悚/家庭	6.8	23410	31459	2094	神勇奶爸 The Pacifier	2005	加拿大 / 美国	英语 / 韩语	95	7.8%,32.1%,52.9%,6.4%,0.7%	喜剧,美国,动作,美国电影,搞笑,超级奶爸,VinDiesel,2005	喜剧,美国,动作,美国电影,搞笑,超级奶爸,VinDiesel,2005	http://www.imdb.com/title/tt0395699
长江图	剧情/爱情	6.8	22466	25665	17296	长江图	2016	中国大陆	汉语普通话	116	11.1%,33.7%,40.6%,11.5%,3.1%	文艺,2016,独立电影,中国大陆,长江,剧情,柏林电影节,爱情	文艺,2016,独立电影,中国大陆,长江,剧情,柏林电影节,爱情	http://www.imdb.com/title/tt5470448
夏天协奏曲	剧情/爱情	6.8	21490	29898	5094	夏天协奏曲 夏天協奏曲	2009	台湾	汉语普通话	96	10.6%,31.4%,47.4%,9.1%,1.5%	青春,台湾电影,爱情,台湾,夏天协奏曲,张睿家,林逸欣,2009	青春,台湾电影,爱情,台湾,夏天协奏曲,张睿家,林逸欣,2009	http://www.imdb.com/title/tt3160290
坚不可摧	剧情/传记/战争/运动	6.8	20682	23700	10599	坚不可摧 Unbroken	2014	美国	英语 / 日语 / 意大利语	138	11.5%,30.4%,46.1%,10.4%,1.7%	美国,战争,传记,励志,二战,剧情,2014,人生	美国,战争,传记,励志,二战,剧情,2014,人生	http://www.imdb.com/title/tt1809398
台北晚九朝五	剧情/爱情/情色	6.8	19401	29024	9752	台北晚九朝五	2002	台湾 / 香港	汉语普通话	97	9.7%,34.0%,45.5%,9.0%,1.8%	台湾,台湾电影,台北晚九朝五,戴立忍,青春,情色,爱情,生活	台湾,台湾电影,台北晚九朝五,戴立忍,青春,情色,爱情,生活	http://www.imdb.com/title/tt0356148
蓝色骨头	剧情/音乐	6.8	19408	22070	13041	蓝色骨头	2013	中国大陆	汉语普通话	100	12.9%,31.5%,40.1%,12.7%,2.8%	崔健,摇滚,中国电影,音乐,中国,蓝色骨头,大陆,剧情	崔健,摇滚,中国电影,音乐,中国,蓝色骨头,大陆,剧情	http://www.imdb.com/title/tt3342430
少年巴比伦	剧情/喜剧/爱情	6.8	17306	18939	7217	少年巴比伦	2015	中国大陆	汉语普通话	96	8.7%,34.3%,46.0%,9.2%,1.7%	青春,文艺,国产,小说改编,中国大陆,剧情,2017,人生	青春,文艺,国产,小说改编,中国大陆,剧情,2017,人生	http://www.imdb.com/title/tt5112400
太平间闹鬼事件	剧情/惊悚/恐怖	6.8	16531	20136	4956	太平间闹鬼事件 The Haunting in Connecticut	2009	美国	英语	92	8.1%,34.8%,48.7%,7.4%,1.1%	恐怖,惊悚,美国,美国电影,恐怖电影,悬疑,2009,康涅狄格鬼缠身	恐怖,惊悚,美国,美国电影,恐怖电影,悬疑,2009,康涅狄格鬼缠身	http://www.imdb.com/title/tt0492044
迷失Z城	剧情/传记/冒险	6.8	15360	16849	9839	迷失Z城 The Lost City of Z	2016	美国	英语 / 西班牙语 / 葡萄牙语 / 德语	141	9.2%,35.2%,44.8%,8.8%,2.0%	传记,冒险,探险,美国,剧情,2017,历史,英国	传记,冒险,探险,美国,剧情,2017,历史,英国	http://www.imdb.com/title/tt1212428
切肤之爱	剧情/悬疑/惊悚	6.8	14940	21101	10081	切肤之爱 オーディション	1999	日本	日语	115	12.1%,31.5%,44.1%,9.8%,2.6%	三池崇史,日本,Cult,恐怖,日本电影,惊悚,血腥,切肤之爱	三池崇史,日本,Cult,恐怖,日本电影,惊悚,血腥,切肤之爱	http://www.imdb.com/title/tt0235198
恋之风景	剧情/爱情/动画	6.8	14577	22007	4116	恋之风景 戀之風景	2003	香港 / 法国	粤语 / 汉语普通话	100	9.4%,31.1%,51.1%,7.5%,0.8%	林嘉欣,爱情,香港,香港电影,刘烨,恋之风景,郑伊健,电影	林嘉欣,爱情,香港,香港电影,刘烨,恋之风景,郑伊健,电影	http://www.imdb.com/title/tt0377923
舞女纯情	剧情/喜剧/爱情	6.8	14524	21745	1396	舞女纯情 댄서의 순정	2005	韩国	韩语 / 汉语普通话	110	8.5%,32.0%,52.4%,6.4%,0.7%	韩国电影,文根英,韩国,爱情,舞蹈,纯情舞女,电影,2005	韩国电影,文根英,韩国,爱情,舞蹈,纯情舞女,电影,2005	http://www.imdb.com/title/tt0464636
守望者：罪恶迷途	剧情/悬疑/惊悚/犯罪	6.8	14521	17292	3269	守望者：罪恶迷途	2011	中国大陆	普通话/国语	103	11.8%,36.2%,37.4%,10.6%,4.0%	悬疑,任达华,惊悚,张静初,中国电影,中国,国产电影,陈思成	悬疑,任达华,惊悚,张静初,中国电影,中国,国产电影,陈思成	http://www.imdb.com/title/tt1876441
偷穿高跟鞋	剧情/喜剧/爱情/家庭	6.8	14475	20130	4474	偷穿高跟鞋 In Her Shoes	2005	美国 / 德国	英语	130	7.7%,33.2%,51.5%,6.8%,0.7%	美国,亲情,美国电影,姐妹,喜剧,爱情,女人,剧情	美国,亲情,美国电影,姐妹,喜剧,爱情,女人,剧情	http://www.imdb.com/title/tt0388125
女孩要什么	剧情/喜剧/爱情	6.8	14377	19105	4079	女孩要什么 What a Girl Wants	2003	美国	英语	105	8.9%,32.6%,51.1%,6.5%,0.9%	青春,美国,喜剧,美国电影,ColinFirth,爱情,AmandaBynes,2003	青春,美国,喜剧,美国电影,ColinFirth,爱情,AmandaBynes,2003	http://www.imdb.com/title/tt0286788
女巫	剧情/恐怖	6.8	14340	16421	11704	女巫 The VVitch: A New-England Folktale	2015	美国 / 英国 / 加拿大 / 巴西	英语	92	9.9%,34.2%,42.5%,10.7%,2.7%	恐怖,宗教,惊悚,美国,悬疑,女巫,灵异,2016	恐怖,宗教,惊悚,美国,悬疑,女巫,灵异,2016	http://www.imdb.com/title/tt4263482
阿虎	剧情/爱情	6.8	13883	21020	935	阿虎	2000	香港	粤语 / 普通话 / 日语 / 泰语	105	9.2%,28.9%,53.5%,7.5%,0.8%	刘德华,香港,香港电影,动作,爱情,阿虎,李仁港,2000	刘德华,香港,香港电影,动作,爱情,阿虎,李仁港,2000	http://www.imdb.com/title/tt0277558
性瘾日记	剧情/情色	6.8	13299	19217	16702	性瘾日记 Diario de una ninfómana	2008	西班牙	法语 / 西班牙语	102	9.9%,31.1%,48.1%,9.3%,1.6%	情色,西班牙,性瘾日记,西班牙电影,剧情,电影,2009,ChristianMolina	情色,西班牙,性瘾日记,西班牙电影,剧情,电影,2009,ChristianMolina	http://www.imdb.com/title/tt1111890
幸福时光	剧情/喜剧	6.8	13118	18943	1877	幸福时光	2000	中国大陆	汉语普通话	102	9.2%,32.3%,50.3%,7.0%,1.1%	张艺谋,赵本山,董洁,中国电影,中国,大陆,剧情,2001	张艺谋,赵本山,董洁,中国电影,中国,大陆,剧情,2001	http://www.imdb.com/title/tt0303243
蛋炒饭	剧情/喜剧	6.8	13075	15936	2941	蛋炒饭	2011	中国大陆	汉语普通话	92	12.1%,31.7%,43.3%,10.4%,2.5%	黄渤,喜剧,中国电影,大陆,蛋炒饭,中国,2011,内地	黄渤,喜剧,中国电影,大陆,蛋炒饭,中国,2011,内地	http://www.imdb.com/title/tt2752028
金钱怪兽	剧情/惊悚/犯罪	6.8	12950	14832	4297	金钱怪兽 Money Monster	2016	美国	英语	98	7.9%,35.0%,48.7%,7.6%,0.8%	美国,犯罪,剧情,金融,2016,商业,黑色幽默,人性	美国,犯罪,剧情,金融,2016,商业,黑色幽默,人性	http://www.imdb.com/title/tt2241351
橘色奇迹	剧情/爱情/科幻	6.8	11293	12632	2275	橘色奇迹 orange オレンジ	2015	日本	日语	139	12.0%,30.8%,43.8%,11.1%,2.2%	日本,山崎贤人,青春,日本电影,爱情,日影,2015,电影	日本,山崎贤人,青春,日本电影,爱情,日影,2015,电影	http://www.imdb.com/title/tt4636298
身后事	剧情/悬疑/惊悚	6.8	11141	13404	8020	身后事 After.Life	2009	美国	英语	104	9.1%,34.7%,46.0%,8.6%,1.5%	悬疑,惊悚,美国,恐怖,美国电影,After.Life,恐怖电影,2009	悬疑,惊悚,美国,恐怖,美国电影,After.Life,恐怖电影,2009	http://www.imdb.com/title/tt0838247
花	剧情/爱情/情色	6.8	10873	14421	16550	花 Love and Bruises	2011	法国 / 中国大陆	法语 / 汉语普通话	100	8.9%,34.6%,44.3%,9.7%,2.5%	娄烨,法国,爱情,中国,中国电影,2011,剧情,大陆	娄烨,法国,爱情,中国,中国电影,2011,剧情,大陆	http://www.imdb.com/title/tt1650831
侠盗石川	剧情/动作	6.8	10581	12547	3057	侠盗石川 GOEMON	2009	日本	日语	128	10.2%,32.4%,44.9%,10.1%,2.4%	日本电影,日本,江口洋介,广末凉子,动作,电影,戸田恵梨香,日语电影	日本电影,日本,江口洋介,广末凉子,动作,电影,戸田恵梨香,日语电影	http://www.imdb.com/title/tt1054122
青少年	剧情/喜剧	6.8	10428	12727	7304	青少年 Young Adult	2011	美国	英语	94	8.5%,35.1%,47.2%,8.0%,1.2%	美国,剧情,成长,喜剧,青春,Charlize_Theron,女性,人生	美国,剧情,成长,喜剧,青春,Charlize_Theron,女性,人生	http://www.imdb.com/title/tt1625346
蚯蚓	剧情/犯罪	6.8	9527	10713	22658	蚯蚓 지렁이	2017	韩国	韩语	102	11.4%,31.9%,46.0%,8.9%,1.7%	韩国,校园暴力,蚯蚓,校园霸凌,人性,犯罪,校园,复仇	韩国,校园暴力,蚯蚓,校园霸凌,人性,犯罪,校园,复仇	http://www.imdb.com/title/tt6892950
天外来菌	剧情/科幻/灾难	6.8	8977	9191	3149	天外来菌 The Andromeda Strain	2008	美国	英语	174	7.8%,36.1%,45.3%,8.7%,2.0%	科幻,灾难,美国,迷你剧,天外来菌,2008,美国电影,电影	科幻,灾难,美国,迷你剧,天外来菌,2008,美国电影,电影	http://www.imdb.com/title/tt0424600
快乐到死	剧情/爱情/情色	6.8	8973	14090	7128	快乐到死 해피엔드	1999	韩国	韩语	99	7.7%,32.7%,50.8%,7.5%,1.4%	韩国,情色,韩国电影,全度妍,快乐到死,崔岷植,爱情,郑址宇	韩国,情色,韩国电影,全度妍,快乐到死,崔岷植,爱情,郑址宇	http://www.imdb.com/title/tt0220507
女人们	剧情/喜剧	6.8	8883	11685	4901	女人们 The Women	2008	美国	英语	114	9.1%,33.0%,49.0%,8.1%,0.8%	女性,美国,美国电影,Megryan,梅格·瑞恩,喜剧,爱情,2008	女性,美国,美国电影,Megryan,梅格·瑞恩,喜剧,爱情,2008	http://www.imdb.com/title/tt0430770
富贵吉娃娃	剧情/喜剧/爱情/家庭/冒险	6.8	8592	9323	1651	富贵吉娃娃 Beverly Hills Chihuahua	2008	美国	英语	91	9.4%,31.5%,51.3%,6.8%,1.0%	美国,喜剧,动物,狗狗,迪斯尼,美国电影,电影,Chihuahua	美国,喜剧,动物,狗狗,迪斯尼,美国电影,电影,Chihuahua	http://www.imdb.com/title/tt1014775
龙在江湖	剧情/动作/犯罪	6.8	8430	12401	747	龙在江湖	1998	香港	粤语	112	9.1%,29.7%,53.7%,6.7%,0.8%	刘德华,香港,香港电影,黑帮,王晶,梁咏琪,动作,爱情	刘德华,香港,香港电影,黑帮,王晶,梁咏琪,动作,爱情	http://www.imdb.com/title/tt0165998
吴清源	剧情/爱情/传记	6.8	8204	11202	9363	吴清源	2006	中国大陆 / 日本	汉语普通话 / 日语	104	9.6%,33.1%,45.8%,9.9%,1.6%	传记,中国,大陆,2006,围棋,日本,剧情,中国大陆	传记,中国,大陆,2006,围棋,日本,剧情,中国大陆	http://www.imdb.com/title/tt0439885
